Дорофеева|Ангелина|Оскаровна|1959-10-02|8 (925) 346-94-34|vatslavpanfilov@example.com|2|2.3
Пахомов|Феликс|Бориславович|2000-08-08|8 216 309 50 62|margarita76@example.org|1|2.4
Колесникова|Анжелика|Васильевна|1949-02-13|8 (620) 284-16-90|darja37@example.org|1|0.4
Кулагин|Никита|Иосифович|1976-05-21|+7 696 688 1405|varvara_2006@example.com|7|3.0
Гущина|Тамара|Захаровна|1986-04-17|+71381314963|odintsovmina@example.com|5|1.5
Шашков|Дмитрий|Бориславович|1977-03-29|+7 080 744 10 68|elise_2013@example.org|5|0.4
Михеева|Елизавета|Леонидовна|1971-01-22|8 324 861 19 26|denis31@example.org|7|2.8
Мамонтов|Филипп|Анатольевич|1963-03-18|8 589 044 4208|budimir81@example.com|7|2.4
Наумов|Венедикт|Фролович|1960-06-09|+73570116964|nadezhda_1979@example.org|1|1.4
Меркушева|Дарья|Геннадьевна|1943-09-30|+77926361301|antip_87@example.net|9|4.1
Самсонов|Селиван|Терентьевич|1966-05-17|+71169310188|terenti2019@example.net|4|1.9
Семенова|Виктория|Ждановна|1949-12-10|8 204 051 07 81|amos2019@example.com|6|2.1
Захарова|Анжела|Матвеевна|1974-07-28|8 (437) 458-4889|bstepanova@example.com|8|3.4
Матвеев|Ираклий|Абрамович|1977-03-24|8 113 937 28 56|jbikova@example.net|1|1.2
Дроздов|Эдуард|Герасимович|1951-02-04|8 099 467 0032|seliverstshirjaev@example.org|1|2.8
Сафонов|Вацлав|Измаилович|1983-05-10|81772341175|georgikarpov@example.net|2|0.5
Артемьев|Аникита|Демидович|1972-04-21|8 103 628 1435|tamara1972@example.com|6|0.1
Дементьева|Галина|Эдуардовна|1943-05-13|80771527925|januariignatev@example.net|1|0.7
Блохин|Аггей|Харлампович|1949-03-10|+7 (874) 449-72-99|avtonom19@example.org|2|4.1
Рябова|Анжела|Васильевна|1953-08-11|8 423 337 6095|zoja_45@example.net|8|0.1
Белов|Ратибор|Герасимович|1958-04-06|8 985 503 8213|andreevdmitri@example.net|5|3.2
Орлова|Олимпиада|Георгиевна|1981-08-24|8 (517) 759-5415|rostislavlazarev@example.net|3|1.6
Веселов|Фортунат|Елисеевич|1980-09-14|+77538204784|shirjaevakim@example.com|1|0.5
Антонова|Валерия|Валентиновна|1949-09-13|+76354938210|arkadi1982@example.net|4|3.6
Субботин|Никодим|Викторович|1981-12-29|+7 (897) 442-18-69|maja90@example.net|3|2.1
Сергеев|Милен|Федосьевич|1974-01-26|8 289 633 3923|ignati_02@example.org|3|2.2
Фомичева|Маргарита|Феликсовна|1946-05-15|+78993512069|orlovandron@example.org|6|2.9
Белозеров|Любомир|Анисимович|1968-12-14|8 644 394 18 58|nonna14@example.com|2|2.4
Абрамов|Эдуард|Авдеевич|1958-09-18|+7 453 008 09 22|akimivanov@example.com|4|2.9
Суханов|Филимон|Ефимьевич|1980-11-17|+77411387239|feliks_71@example.net|6|4.1
Крылов|Арсений|Федотович|1984-07-26|8 741 582 0649|tihonseleznev@example.com|7|0.9
Воронова|Тамара|Алексеевна|1987-06-23|+7 704 909 04 17|ostromir_36@example.com|6|4.6
Воробьев|Серафим|Измаилович|1996-06-04|8 680 105 01 11|boleslav15@example.org|1|3.2
Жукова|Наталья|Вениаминовна|1949-08-03|83012262845|ivan2001@example.net|2|2.2
Медведева|Раиса|Аркадьевна|1974-08-28|8 111 192 78 90|ostromirefremov@example.org|8|2.4
Харитонова|Наина|Степановна|1948-05-05|+7 (621) 014-55-66|milovan_07@example.com|6|2.2
Давыдов|Добромысл|Валерьевич|1972-05-03|+76974814618|paramon1997@example.com|7|4.3
Кудряшов|Степан|Архипович|1981-12-18|+78997153814|dmitrievborislav@example.com|1|4.3
Кудрявцева|Лариса|Юрьевна|1963-11-29|+77654680176|moiseevirakli@example.com|9|4.9
Копылова|Алевтина|Харитоновна|1985-09-21|87492873671|pantelemon_98@example.org|9|4.4
Зайцева|Валерия|Болеславовна|1955-09-07|+7 (567) 864-9926|bogdanovbojan@example.org|5|1.6
Белякова|Агата|Львовна|1959-02-06|+7 696 733 06 04|adrian_24@example.org|2|3.5
Назарова|Евпраксия|Леонидовна|1941-12-13|8 097 774 2541|ipati_1981@example.net|3|4.0
Силина|Марфа|Степановна|1967-09-04|+7 801 058 0584|belozerovamos@example.com|1|3.3
Шилова|Алевтина|Робертовна|1948-08-30|8 (386) 860-2089|tverdislav1976@example.com|3|1.0
Мухин|Нифонт|Дорофеевич|1941-11-29|+77840268997|komissarovnikanor@example.net|9|4.4
Ковалева|Антонина|Андреевна|1985-10-16|80454326590|bazhenignatov@example.net|6|4.5
Тихонов|Эдуард|Брониславович|1967-02-27|8 (108) 221-89-33|agafja_97@example.com|1|4.3
Мясников|Николай|Харлампович|1963-04-04|8 634 863 14 20|emeljanzatsev@example.com|2|1.3
Мельников|Никифор|Андреевич|1998-06-01|87408728612|pantelemon_1988@example.net|7|1.1
Шестаков|Селиван|Изотович|1992-09-26|+7 232 263 09 46|evstigne_2004@example.net|5|3.5
Кудрявцев|Артем|Харлампович|1978-07-12|8 233 119 9466|firsblohin@example.com|4|4.4
Вишнякова|Пелагея|Александровна|1970-08-05|8 651 524 7823|anzhela_1981@example.org|3|4.2
Сидоров|Ратмир|Вячеславович|1969-11-15|+7 569 202 35 89|timur19@example.com|8|3.3
Федорова|Анжелика|Геннадиевна|1954-02-02|8 488 996 73 73|timur_35@example.com|1|3.2
Воробьева|Василиса|Макаровна|1948-10-14|+7 (181) 560-80-00|kolobovsvjatoslav@example.com|4|3.8
Назаров|Антип|Бенедиктович|1964-04-01|8 911 084 5776|vissarion_06@example.com|1|2.7
Зимин|Тимур|Германович|1977-06-14|+7 (180) 395-6102|fadeevkasjan@example.net|8|0.3
Ильина|Олимпиада|Борисовна|1946-04-22|+7 (588) 731-13-57|pmaslova@example.org|8|1.4
Брагин|Кирилл|Игоревич|1984-03-20|+73155643901|hohlovfade@example.org|3|2.2
Меркушева|Нонна|Богдановна|1966-09-11|+7 (294) 001-3919|klavdija80@example.net|8|1.3
Владимиров|Изяслав|Чеславович|1990-03-21|8 811 255 9198|pavlovipat@example.com|1|4.3
Беляков|Януарий|Александрович|1967-08-30|+7 (268) 639-5641|karl_17@example.net|9|1.8
Вишнякова|Елизавета|Болеславовна|1945-08-31|80074069173|marija_04@example.net|7|3.4
Егоров|Ираклий|Изотович|1944-09-22|8 (837) 639-54-95|panfilovapelageja@example.org|1|1.2
Нестеров|Еремей|Захарьевич|1941-01-25|+7 542 269 0629|xgureva@example.org|4|2.7
Пономарев|Якуб|Давидович|1944-07-23|8 407 529 8225|emeljan73@example.com|3|4.8
Родионов|Клавдий|Вилорович|1973-03-01|8 199 811 4854|askold_36@example.com|5|4.9
Беспалов|Петр|Фёдорович|1982-08-20|8 (695) 292-40-78|pahomovvladimir@example.net|9|1.3
Панфилова|Эмилия|Юльевна|1975-08-28|8 (213) 804-7104|rvolkov@example.com|9|2.2
Красильников|Модест|Иосифович|1977-07-20|8 638 657 6171|egor2021@example.org|4|1.1
Сорокин|Афанасий|Гурьевич|1982-01-11|+78353165294|fedosibespalov@example.net|6|3.0
Ильин|Лавр|Васильевич|1965-05-28|+7 (625) 362-2434|savinrjurik@example.net|7|0.2
Моисеев|Зосима|Тимурович|1999-11-21|+77630931282|osipovaraisa@example.net|6|4.6
Никитин|Лазарь|Ермолаевич|1997-01-29|+7 819 711 35 14|venedikt_2015@example.com|7|3.8
Комаров|Остап|Фролович|1974-06-04|+7 (175) 564-77-35|anatolizimin@example.net|9|1.7
Шубин|Ян|Бориславович|1967-06-15|8 847 213 99 41|juvarov@example.net|6|0.7
Степанова|Глафира|Юрьевна|1989-08-03|8 304 880 99 45|aksenovmihe@example.net|9|0.4
Федотов|Артем|Филатович|1971-04-11|8 (402) 494-3597|natansharapov@example.com|1|4.7
Комиссарова|Людмила|Архиповна|1948-11-09|+7 276 800 2835|pmakarova@example.org|6|2.8
Сергеев|Борислав|Игнатович|1972-08-20|+7 (089) 204-1000|tit_1981@example.org|1|4.0
Моисеев|Творимир|Терентьевич|1977-11-23|+7 832 512 73 01|emeljanovruslan@example.net|4|1.0
Соболев|Конон|Григорьевич|1962-11-24|8 (287) 482-2203|ruslan22@example.net|7|1.2
Пестов|Евсей|Юлианович|1989-10-25|8 (180) 209-49-83|davidgorbunov@example.net|3|4.6
Елисеев|Боян|Иларионович|1992-08-10|+7 890 491 31 84|filimon30@example.com|2|3.7
Меркушева|Марфа|Васильевна|1958-07-20|+7 (480) 284-2011|uljanrjabov@example.org|9|1.4
Прохорова|Надежда|Николаевна|1969-04-26|+7 687 412 1989|loginovavarvara@example.net|5|0.7
Карпов|Аникита|Вячеславович|1964-05-27|+7 (432) 291-3694|sofija_1991@example.com|9|1.2
Константинова|Майя|Аркадьевна|1953-02-17|+7 (965) 339-62-82|maksim80@example.net|4|3.0
Кошелева|Клавдия|Олеговна|1990-09-23|+7 872 894 7934|viktoraksenov@example.org|9|4.5
Тарасов|Вышеслав|Аверьянович|1942-07-25|8 110 544 77 84|angelina2015@example.net|7|2.1
Муравьев|Фрол|Александрович|1987-10-06|+7 986 005 0690|sokrat_89@example.org|2|0.7
Ковалева|Елизавета|Романовна|1979-02-15|+7 (466) 042-2581|oktjabrina2013@example.org|3|3.3
Крылов|Михей|Геннадиевич|1995-02-26|+7 729 361 2311|arefi_41@example.com|9|2.7
Копылов|Модест|Филиппович|1975-01-24|+76089317010|zhanna_1984@example.com|4|0.5
Муравьева|Ольга|Ниловна|1951-12-02|+7 (782) 590-2660|kornilovsofron@example.net|7|3.5
Ефремов|Лука|Игнатович|1960-03-27|8 (041) 280-98-13|ovchinnikovdenis@example.com|3|1.1
Семенов|Святополк|Георгиевич|1988-04-19|8 835 696 16 82|irakli11@example.com|9|0.3
Шестаков|Святослав|Афанасьевич|1951-12-07|8 (476) 588-65-01|bojandmitriev@example.org|3|2.6
Ермаков|Авдей|Фролович|1999-08-18|8 471 281 4287|konstantin_46@example.org|3|1.2
Суханов|Зосима|Филиппович|1995-12-13|8 (797) 733-7255|efim2016@example.com|1|1.1
Бобылева|Ангелина|Ильинична|1978-03-07|8 884 238 2832|tamara_06@example.org|7|0.7
Зуева|Виктория|Викторовна|1969-08-08|+7 (825) 884-5581|tatjana_1988@example.com|8|4.0
Комиссарова|Ольга|Кузьминична|1986-10-29|8 782 619 09 12|gavrila_22@example.net|2|3.4
Комарова|Валентина|Кузьминична|1959-08-15|8 568 971 6312|januari2013@example.org|2|1.3
Силина|Ираида|Сергеевна|1968-11-25|8 (398) 066-4209|apollinari71@example.com|5|2.9
Щукина|Феврония|Анатольевна|1951-07-02|+7 495 635 4596|shestakovaevfrosinija@example.net|2|0.8
Маслов|Христофор|Аверьянович|1983-05-02|8 (112) 350-20-85|vseslav_1973@example.net|1|1.9
Иванов|Боян|Даниилович|1974-07-25|+71224233668|nikon1985@example.net|3|1.3
Наумова|Октябрина|Эдуардовна|1976-01-18|+7 (834) 241-62-62|kononovaantonina@example.net|6|3.6
Суханов|Орест|Гаврилович|1985-05-11|+7 (283) 473-6892|olimpiada68@example.com|8|4.4
Уваров|Всеволод|Герасимович|1959-06-11|+7 (956) 224-7381|nmoiseev@example.com|1|1.4
Павлов|Адам|Якубович|2000-02-15|+7 310 999 7232|jan_17@example.org|6|1.5
Лобанова|Феврония|Викторовна|1967-10-01|+7 543 976 33 33|drozdovladislav@example.com|2|2.8
Устинов|Александр|Тихонович|1955-03-15|8 410 601 68 47|vadim_1972@example.net|2|2.8
Афанасьева|Светлана|Эдуардовна|1953-10-04|87829339418|panfil1997@example.com|6|3.4
Лаврентьев|Панкрат|Яковлевич|1984-12-03|8 (320) 910-54-08|kulakovaksenija@example.com|1|0.6
Коновалова|Мария|Валентиновна|1961-12-08|+7 (564) 734-4615|maja_2020@example.com|3|3.7
Аксенова|Надежда|Георгиевна|1967-06-05|8 (078) 397-72-42|rogovaveronika@example.org|1|3.0
Прохорова|Регина|Феликсовна|1960-02-04|8 815 977 02 03|evdokija_1974@example.org|5|2.7
Николаева|Таисия|Альбертовна|1984-03-14|+7 (366) 935-21-46|innokenti36@example.net|6|1.3
Федосеев|Милен|Витальевич|1963-06-23|8 027 638 68 23|petr72@example.net|4|3.6
Жданова|Антонина|Артемовна|1958-02-09|+7 (321) 845-7411|venedikt_1994@example.net|6|1.1
Баранова|Агафья|Эдуардовна|1969-12-28|8 346 268 7626|kuzminiosif@example.com|8|4.4
Кабанова|Октябрина|Леонидовна|1960-11-17|+79228027035|jakub_1977@example.com|9|1.4
Андреев|Вадим|Вилорович|1991-02-08|8 453 842 90 91|fekla70@example.org|1|3.8
Мамонтов|Виссарион|Вячеславович|1963-03-05|+79768296770|kondratevmilen@example.com|7|1.7
Бирюков|Милий|Венедиктович|1981-12-07|8 (660) 817-2558|semenovizjaslav@example.com|9|1.2
Калинина|Агата|Васильевна|1980-08-24|+73547068666|stojan1998@example.com|9|3.2
Бобылева|Анастасия|Егоровна|1997-08-25|8 183 127 20 36|visheslavmarkov@example.net|9|3.8
Калашников|Корнил|Гертрудович|1962-05-31|+7 436 184 3033|ferapont52@example.com|7|4.6
Рожкова|Светлана|Константиновна|1999-04-11|+7 519 363 25 78|titkulakov@example.org|1|0.3
Савина|Лора|Анатольевна|1986-11-28|8 166 841 8334|firs1992@example.com|8|1.6
Носова|Таисия|Тарасовна|1982-11-22|+7 (309) 728-5351|kudrjavtsevaraisa@example.org|8|3.8
Уваров|Роман|Харламович|1987-11-11|+7 827 382 4813|vfomicheva@example.com|6|4.1
Муравьев|Марк|Юлианович|1973-01-22|8 239 639 7037|solomon_1980@example.net|9|0.2
Смирнова|Марина|Феликсовна|1949-04-21|8 820 353 79 22|evgenija2001@example.org|1|2.7
Горбачева|Лора|Тимуровна|1966-10-26|+70852806171|tatjana_1987@example.org|3|0.7
Борисов|Трифон|Федосеевич|1957-01-07|8 344 825 23 53|kulakovnazar@example.net|1|4.0
Петрова|Иванна|Захаровна|1944-09-04|+7 (925) 817-06-08|taisija_20@example.com|2|1.1
Егоров|Мина|Еремеевич|1995-08-16|8 979 316 41 20|pimen06@example.org|5|1.7
Давыдов|Валерий|Ефстафьевич|1948-01-04|+72462848378|xtsvetkova@example.org|3|1.2
Иванов|Дмитрий|Ефимович|1997-04-29|8 (457) 255-51-41|zahar57@example.net|9|1.2
Коновалова|Вера|Петровна|1976-05-15|8 (397) 710-8507|ugushchin@example.com|1|1.3
Максимова|Мария|Михайловна|1970-12-02|8 258 005 6486|zvladimirov@example.net|4|2.4
Кузнецова|Марфа|Семеновна|1949-04-11|+7 472 149 86 73|sidorovljubomir@example.org|5|0.5
Белов|Виктор|Ильясович|1954-09-04|8 803 310 48 60|prov_2011@example.org|4|4.0
Рябова|Агафья|Кузьминична|1949-12-28|+75438410700|nikita_19@example.net|3|1.5
Доронин|Аким|Ануфриевич|1990-07-17|8 (340) 307-54-89|amosnesterov@example.org|2|3.8
Калинин|Пимен|Григорьевич|1998-07-06|80207612840|avde_22@example.com|5|1.0
Шарова|Надежда|Романовна|1986-07-14|8 (576) 074-3975|ubelousov@example.net|4|4.7
Туров|Аким|Егорович|1986-06-17|+7 989 961 02 15|fokinaolga@example.org|6|4.6
Крюкова|Фёкла|Феликсовна|1952-11-26|8 424 185 67 49|gordeevolimpi@example.com|7|4.0
Исаева|Маргарита|Леоновна|1992-07-20|+7 (910) 574-5972|ikulikov@example.com|6|3.4
Третьяков|Ипат|Якубович|1990-12-25|8 (568) 944-7030|taras_1987@example.net|9|3.6
Родионова|Валентина|Архиповна|1998-02-13|88148475896|kulakovmechislav@example.com|3|2.2
Горшков|Панкратий|Венедиктович|1997-08-26|89273120709|ljubov_1984@example.net|8|3.9
Блинова|Евфросиния|Вячеславовна|1977-03-08|+7 708 794 84 21|krogov@example.com|3|3.6
Евдокимов|Савелий|Архипович|1991-10-31|+7 401 344 6888|savva1987@example.org|5|0.6
Овчинникова|Фёкла|Олеговна|1971-09-09|8 (196) 307-16-18|serafim_86@example.net|9|0.8
Самсонова|Агафья|Эльдаровна|1979-03-09|+7 (786) 069-4206|lafanaseva@example.org|6|2.9
Калашникова|Ангелина|Кирилловна|1987-04-29|82591845660|belousovflorentin@example.com|7|3.5
Орлов|Харлампий|Изотович|1984-03-22|8 (078) 015-4387|jakovlevamargarita@example.org|8|2.6
Ефремов|Аполлинарий|Демьянович|1980-05-20|+7 857 376 02 22|foti90@example.net|7|3.4
Дементьев|Руслан|Иосипович|1959-10-19|+7 (856) 886-58-86|boris1990@example.org|4|0.2
Рогова|Кира|Александровна|1964-05-27|+7 342 674 7949|agata77@example.com|5|2.2
Мельникова|Ангелина|Ильинична|1961-05-22|+7 473 010 2820|solomonovchinnikov@example.com|2|0.1
Михайлов|Ярополк|Владиленович|1965-04-04|8 090 368 3896|kulakovbudimir@example.com|4|0.8
Лобанов|Панкратий|Викентьевич|1962-01-25|87418496474|ernestvladimirov@example.net|5|1.4
Денисов|Порфирий|Тарасович|1998-01-29|+7 533 534 2448|kovalevpahom@example.com|5|1.7
Воробьева|Галина|Сергеевна|1947-07-08|+7 217 226 27 72|mironovsavvati@example.org|7|3.7
Анисимова|Милица|Никифоровна|1970-12-05|82415956866|pestovtimur@example.com|8|1.1
Лыткин|Бажен|Ермилович|1946-09-27|8 (760) 725-28-40|kiselevilja@example.org|4|3.7
Волков|Прокофий|Валерьянович|1947-12-26|8 670 369 7639|belozerovaaleksandra@example.net|1|0.4
Мясников|Егор|Жанович|1992-04-18|8 909 437 7183|samsonovradislav@example.org|5|0.8
Моисеева|Регина|Эльдаровна|1983-12-17|8 (000) 418-7898|ostapseleznev@example.org|6|1.9
Михайлова|Зоя|Кузьминична|1962-10-01|82674920312|alekseevkonstantin@example.net|8|3.6
Казакова|Агафья|Георгиевна|1973-08-07|+7 936 575 11 41|klavdi_1982@example.org|3|4.4
Захаров|Гремислав|Федосеевич|1958-05-07|+7 (039) 415-74-22|jan1987@example.org|7|3.0
Вишняков|Ратибор|Владиславович|1941-06-27|+7 356 818 53 01|svetozar_1979@example.net|5|4.3
Михайлов|Андрей|Адамович|1976-01-20|+78472022644|agafonovatamara@example.org|6|1.9
Волкова|Октябрина|Николаевна|1989-10-14|+7 (930) 063-2100|dorofeevanina@example.com|5|4.8
Воронцова|Прасковья|Феликсовна|1964-09-05|+7 (890) 601-66-54|foka_1997@example.com|3|3.1
Фролова|Ираида|Антоновна|1963-12-03|8 381 456 64 04|zblinova@example.org|7|4.2
Лаврентьева|Тамара|Владимировна|1985-04-05|8 (993) 075-4311|gerasim2016@example.com|9|3.1
Федосеев|Тимур|Евсеевич|1955-06-24|8 (250) 687-1727|demjanvasilev@example.org|4|2.3
Ефимов|Афанасий|Харитонович|1961-06-12|8 (352) 688-9838|akulina_1973@example.net|7|4.4
Яковлева|Нина|Федоровна|1962-03-28|+7 (680) 388-4235|gavrilovkuzma@example.net|4|4.3
Мамонтова|Юлия|Робертовна|1968-10-28|+7 (912) 008-37-44|gpanfilov@example.net|6|3.7
Кулаков|Дмитрий|Измаилович|1945-05-27|+7 732 383 9237|prokl43@example.com|7|2.6
Воронов|Авдей|Трифонович|1954-09-15|+7 (642) 664-45-98|lukjan1987@example.org|5|0.6
Владимирова|Наталья|Дмитриевна|1988-01-23|+7 (974) 326-4391|rjurik_99@example.org|5|4.6
Тетерин|Ульян|Виленович|1976-01-20|8 (506) 282-9847|kozlovborislav@example.org|8|2.0
Комиссарова|Маргарита|Вениаминовна|1951-04-17|+71333026513|pelageja_50@example.com|4|1.4
Копылов|Руслан|Власович|1947-07-27|+76508085639|marfa_2016@example.org|1|2.4
Шилова|Зинаида|Петровна|1951-08-15|8 040 871 88 75|izmail31@example.net|2|3.0
Власов|Лазарь|Харламович|1999-06-09|+7 (163) 405-68-35|martinovvisheslav@example.org|8|0.8
Александрова|Дарья|Тимуровна|1993-07-14|+7 (389) 138-97-34|zaharovnikola@example.net|3|4.2
Михайлов|Эрнест|Герасимович|1959-06-22|8 (189) 427-61-79|vladislav18@example.org|8|2.5
Михеев|Константин|Ильич|1965-10-26|+78064148603|oktjabrina34@example.com|4|2.8
Романов|Онуфрий|Вилорович|1989-12-20|+7 (795) 191-7321|elena2007@example.com|7|0.3
Никитин|Фома|Гордеевич|1975-05-17|+7 824 393 6698|ffokina@example.net|8|3.0
Афанасьев|Епифан|Федотович|1977-12-13|8 023 274 4770|raisa17@example.com|3|3.2
Ершов|Аполлон|Антипович|1965-09-16|8 145 492 9505|praskovja_2017@example.net|1|1.5
Лобанов|Касьян|Григорьевич|1956-03-10|+7 529 078 93 31|pankrati11@example.net|9|4.2
Пестова|Алина|Николаевна|1954-12-26|+7 654 264 2055|harlampigusev@example.com|9|3.9
Гущина|Полина|Федоровна|1967-10-02|8 (123) 225-8952|epifan2021@example.com|6|3.5
Поляков|Семен|Венедиктович|1987-08-01|8 (285) 820-33-55|filippovkapiton@example.com|7|1.4
Мясникова|Валентина|Тимуровна|1943-11-24|+7 011 139 17 02|pankrat54@example.com|8|4.0
Мамонтова|Раиса|Леонидовна|1974-01-02|8 (192) 702-3801|panovalora@example.org|3|4.1
Самсонова|Лора|Эдуардовна|1942-10-04|+7 486 880 30 70|aleksandrovmiroslav@example.org|1|2.4
Михеев|Вячеслав|Захарьевич|1969-11-30|+75624499390|oksana_78@example.com|5|1.2
Мельников|Игнатий|Фролович|1949-03-18|+72256858977|afanasi1997@example.net|9|2.3
Антонов|Евгений|Всеволодович|1944-08-14|8 (128) 050-1324|poljakovavalentina@example.com|6|4.2
Журавлева|Наталья|Ильинична|1944-06-27|+73274621495|leonti98@example.net|6|1.3
Маркова|Эмилия|Романовна|1983-06-28|+7 (539) 398-9393|konstantinovsamson@example.net|3|0.3
Дьячкова|София|Юльевна|1977-07-31|+7 (549) 541-07-57|milovandementev@example.net|2|4.2
Турова|Виктория|Рудольфовна|1960-02-04|+7 (140) 634-6923|zatsevvladislav@example.com|3|3.6
Мартынов|Софрон|Георгиевич|1951-11-27|+7 (312) 723-5941|erofe2006@example.com|2|4.4
Исаева|Агафья|Ильинична|1986-11-24|+7 (480) 827-07-04|ndmitrieva@example.com|2|2.7
Шаров|Агафон|Иосипович|1996-01-06|8 902 596 9960|foma46@example.net|1|2.1
Самсонов|Дмитрий|Ерофеевич|1978-02-27|8 (394) 453-3476|rzhdanov@example.com|3|0.1
Харитонова|Анастасия|Егоровна|1989-08-18|+7 (232) 163-09-18|juri_1980@example.com|4|1.9
Большакова|Полина|Тимофеевна|1950-03-08|8 273 845 4691|mili_2009@example.com|9|3.7
Игнатьев|Прохор|Артурович|1967-01-03|+7 584 860 6793|lavr_1985@example.org|6|3.8
Евсеев|Тихон|Еремеевич|1944-11-19|+7 625 870 61 84|mihalovaregina@example.com|8|1.1
Калинин|Аркадий|Евстигнеевич|1964-02-10|8 (219) 133-9562|efim_2018@example.org|4|1.7
Кириллова|Ираида|Кузьминична|1994-10-15|83339672013|olegermakov@example.net|9|1.6
